# Abundance and Variation Measurements for Strains Grown in YEPD and SD
# Newman et al. Nature 2006
# ORF	Name	NA	Ave. YEPD	Error	Ave. SD	Error
orf	gene	avg.yepd.abund	avg.yepd.abund.error	avg.sd.abund	avg.sd.abund.error
YGR238C	KEL2	NA	NA	NA	NA
YGR239C	PEX21	NA	NA	NA	NA
YGR240C	PFK1	6675.5	237.61	6105.0	249.72
YGR241C	YAP1802	190.5	23.67	171.0	24.96
YGR243W	FMP43	59.5	21.52	154.4	23.78
YGR244C	LSC2	228.0	24.41	430.5	32.57
YGR246C	BRF1	NA	NA	NA	NA
YGR247W	CPD1	NA	NA	63.5	22.92
YGR248W	SOL4	NA	NA	177.0	25.46
YGR250C	NA	120.5	22.43	195.0	25.54
YGR251W	NA	117.5	22.38	NA	NA
YGR252W	GCN5	NA	NA	49.0	22.63
YGR253C	PUP2	1528.0	62.38	1057.0	52.43
YGR254W	ENO1	3048.0	113.34	8071.5	325.63
YGR255C	COQ6	NA	NA	81.0	23.01
YGR256W	GND2	NA	NA	NA	NA
YGR257C	MTM1	NA	NA	NA	NA
YGR258C	RAD2	NA	NA	NA	NA
YGR260W	TNA1	342.0	26.60	212.0	25.06
YGR261C	APL6	209.0	23.78	194.4	24.65
YGR262C	BUD32	96.0	22.05	92.0	23.52
YGR263C	NA	NA	NA	NA	NA
YGR264C	MES1	3215.0	119.01	NA	NA
YGR266W	NA	131.0	22.60	112.0	23.67
YGR267C	FOL2	280.5	25.50	234.5	26.86
YGR268C	HUA1	NA	NA	88.0	22.38
YGR269W	NA	134.0	22.46	93.0	22.53
YGR270W	YTA7	NA	NA	NA	NA
YGR271C-A	NA	208.0	24.00	209.9	24.98
YGR271W	SLH1	NA	NA	NA	NA
YGR272C	NA	NA	NA	NA	NA
YGR274C	TAF1	NA	NA	NA	NA
YGR275W	RTT102	74.0	21.72	110.1	22.81
YGR277C	NA	NA	NA	NA	NA
YGR278W	CWC22	NA	NA	NA	NA
YGR279C	SCW4	575.0	32.96	243.0	27.09
YGR280C	PXR1	247.0	24.82	120.5	24.10
YGR281W	YOR1	214.0	24.12	57.8	21.94
YGR282C	BGL2	NA	NA	NA	NA
YGR283C	NA	NA	NA	NA	NA
YGR284C	ERV29	779.5	38.36	628.0	37.78
YGR285C	ZUO1	3904.0	142.59	2909.5	124.78
YGR286C	BIO2	NA	NA	NA	NA
YGR295C	COS6	274.5	25.38	119.0	24.06
YHL001W	RPL14B	2987.5	111.72	2306.0	101.50
YHL002W	HSE1	85.0	21.88	96.0	23.58
YHL003C	LAG1	502.0	30.58	497.0	50.55
YHL004W	MRP4	188.5	23.63	245.0	27.18
YHL007C	STE20	274.0	25.36	248.5	26.99
YHL008C	NA	44.5	21.17	NA	NA
YHL009C	YAP3	70.5	21.67	57.0	22.77
YHL011C	PRS3	869.5	41.47	431.5	32.65
YHL013C	NA	162.5	23.15	88.0	23.42
YHL014C	YLF2	NA	NA	NA	NA
YHL017W	NA	60.5	21.37	53.5	21.85
YHL018W	NA	NA	NA	222.2	25.22
YHL019C	APM2	NA	NA	NA	NA
YHL020C	OPI1	77.5	21.77	72.0	23.05
YHL021C	FMP12	152.0	22.96	391.5	31.42
YHL025W	SNF6	NA	NA	48.5	22.61
YHL026C	NA	NA	NA	NA	NA
YHL027W	RIM101	NA	NA	76.5	23.07
YHL028W	WSC4	NA	NA	NA	NA
YHL029C	NA	135.5	22.68	148.0	24.51
YHL030W	ECM29	116.0	22.37	62.5	23.10
YHL032C	GUT1	NA	NA	NA	NA
YHL033C	RPL8A	17952.5	626.34	13583.5	544.68
YHL034C	SBP1	1852.5	73.17	1684.0	77.50
YHL036W	MUP3	NA	NA	NA	NA
YHL038C	CBP2	NA	NA	49.5	22.41
YHL039W	NA	148.5	22.91	112.5	23.56
YHL040C	ARN1	NA	NA	NA	NA
YHL048W	COS8	61.0	21.55	NA	NA
YHR001W-A	QCR10	116.5	22.37	224.3	25.43
YHR003C	NA	129.0	22.58	105.0	23.74
YHR004C	NEM1	NA	NA	NA	NA
YHR005C	GPA1	580.0	32.66	455.0	31.77
YHR006W	STP2	NA	NA	NA	NA
YHR007C	ERG11	1584.0	63.78	554.0	35.09
YHR008C	SOD2	465.0	29.62	669.5	40.94
YHR009C	NA	119.5	22.42	135.5	24.26
YHR010W	RPL27A	469.5	30.08	213.0	26.31
YHR011W	DIA4	NA	NA	NA	NA
YHR012W	VPS29	NA	NA	NA	NA
YHR013C	ARD1	336.0	26.77	256.5	27.60
YHR015W	MIP6	NA	NA	NA	NA
YHR018C	ARG4	148.0	22.89	1565.0	73.77
YHR021C	RPS27B	4362.0	158.26	3462.5	146.73
YHR023W	MYO1	NA	NA	52.5	22.88
YHR024C	MAS2	327.5	26.56	432.5	32.19
YHR025W	THR1	499.5	30.83	851.0	46.76
YHR026W	PPA1	832.0	39.93	563.5	36.26
YHR027C	RPN1	651.5	35.06	377.7	30.13
YHR030C	SLT2	135.0	22.68	94.5	23.28
YHR031C	RRM3	NA	NA	NA	NA
YHR034C	PIH1	NA	NA	NA	NA
YHR036W	NA	NA	NA	NA	NA
YHR037W	PUT2	241.0	24.66	379.5	30.62
YHR038W	RRF1	NA	NA	NA	NA
YHR039C	MSC7	322.5	26.16	185.8	24.44
YHR039C-A	VMA10	1835.0	72.07	1535.0	69.76
YHR040W	BCD1	NA	NA	NA	NA
YHR041C	SRB2	NA	NA	NA	NA
YHR042W	NCP1	711.5	36.38	381.4	29.63
YHR043C	DOG2	71.0	21.68	53.5	22.73
YHR045W	NA	59.5	21.36	78.5	22.27
YHR046C	INM1	115.5	22.36	97.5	23.62
YHR047C	AAP1'	634.5	34.54	508.5	34.76
YHR049W	FSH1	494.5	30.70	386.5	31.12
YHR051W	COX6	555.0	31.98	740.0	41.21
YHR052W	CIC1	649.5	34.98	366.5	30.79
YHR053C	CUP1-1	NA	NA	94.3	22.58
YHR055C	CUP1-2	NA	NA	NA	NA
YHR057C	CPR2	NA	NA	NA	NA
YHR058C	MED6	139.5	22.75	104.0	23.75
YHR059W	FYV4	54.5	21.46	114.4	22.95
YHR060W	VMA22	NA	NA	NA	NA
YHR061C	GIC1	73.5	21.72	NA	NA
YHR062C	RPP1	205.5	23.97	223.5	26.61
YHR063C	PAN5	62.0	21.56	95.0	23.54
YHR064C	SSZ1	2618.5	98.88	1647.0	75.18
YHR066W	SSF1	314.5	26.25	216.0	26.43
YHR067W	RMD12	NA	NA	NA	NA
YHR068W	DYS1	902.5	42.44	711.0	41.94
YHR069C	RRP4	228.0	24.40	184.5	25.64
YHR070W	TRM5	292.0	36.42	171.0	25.00
YHR072W	ERG7	156.5	22.82	136.5	23.36
YHR072W-A	NOP10	825.5	40.11	454.5	32.02
YHR073W	OSH3	88.0	21.93	85.5	23.14
YHR074W	QNS1	NA	NA	NA	NA
YHR077C	NMD2	70.0	21.67	104.0	23.53
YHR079C	IRE1	NA	NA	NA	NA
YHR082C	KSP1	142.5	22.80	137.5	24.23
YHR083W	SAM35	49.0	21.38	NA	NA
YHR084W	STE12	48.5	21.38	54.5	22.51
YHR085W	IPI1	105.0	22.19	65.5	22.94
YHR086W	NAM8	173.0	23.34	142.5	24.44
YHR087W	NA	358.5	27.25	916.0	47.93
YHR089C	GAR1	1252.0	53.42	901.1	46.65
YHR090C	YNG2	NA	NA	NA	NA
YHR097C	NA	76.0	21.76	NA	NA
YHR098C	SFB3	570.5	32.75	305.0	27.65
YHR101C	BIG1	64.0	21.42	NA	NA
YHR102W	KIC1	NA	NA	58.5	22.64
YHR103W	SBE22	47.5	21.21	NA	NA
YHR104W	GRE3	274.5	25.37	460.0	33.50
YHR105W	YPT35	NA	NA	NA	NA
YHR106W	TRR2	NA	NA	NA	NA
YHR107C	CDC12	676.0	35.72	527.0	34.93
YHR108W	GGA2	539.5	31.89	476.5	33.65
YHR110W	ERP5	132.5	22.42	58.0	21.87
YHR111W	UBA4	259.5	25.06	110.0	23.89
YHR112C	NA	NA	NA	NA	NA
YHR113W	NA	NA	NA	NA	NA
YHR114W	BZZ1	122.0	22.46	136.0	24.07
YHR115C	DMA1	NA	NA	NA	NA
YHR116W	COX23	62.5	21.56	72.3	22.09
YHR117W	TOM71	180.0	23.24	186.0	24.52
YHR118C	ORC6	NA	NA	NA	NA
YHR119W	SET1	116.0	22.36	188.5	25.48
YHR120W	MSH1	NA	NA	NA	NA
YHR121W	LSM12	NA	NA	93.8	22.50
YHR122W	NA	72.5	21.70	57.5	22.82
YHR123W	EPT1	84.5	21.88	131.0	23.26
YHR127W	NA	83.0	21.86	64.0	22.89
YHR129C	ARP1	NA	NA	NA	NA
YHR131C	NA	NA	NA	NA	NA
YHR132C	ECM14	NA	NA	NA	NA
YHR132W-A	NA	186.0	23.60	197.7	24.79
YHR133C	NSG1	344.0	26.65	249.0	25.92
YHR135C	YCK1	311.5	25.91	268.0	26.49
YHR136C	SPL2	764.0	38.28	NA	NA
YHR137W	ARO9	222.0	24.28	NA	NA
YHR138C	NA	NA	NA	NA	NA
YHR140W	NA	NA	NA	NA	NA
YHR141C	RPL42B	3462.5	127.44	2109.0	93.10
YHR142W	CHS7	302.5	25.73	159.5	23.79
YHR143W-A	RPC10	853.5	40.95	620.5	37.21
YHR144C	DCD1	NA	NA	NA	NA
YHR146W	CRP1	683.5	35.93	587.0	37.59
YHR147C	MRPL6	92.0	21.81	54.5	22.72
YHR149C	SKG6	165.5	23.21	84.0	33.34
YHR152W	SPO12	NA	NA	NA	NA
YHR154W	RTT107	NA	NA	NA	NA
YHR155W	NA	NA	NA	NA	NA
YHR156C	LIN1	NA	NA	NA	NA
YHR158C	KEL1	136.0	22.69	88.0	23.08
YHR159W	NA	NA	NA	NA	NA
YHR161C	YAP1801	NA	NA	123.5	23.78
YHR162W	NA	190.5	23.44	337.5	28.88
YHR163W	SOL3	194.5	23.75	375.5	30.92
YHR164C	DNA2	NA	NA	NA	NA
YHR165C	PRP8	NA	NA	NA	NA
YHR166C	CDC23	NA	NA	NA	NA
YHR167W	THP2	NA	NA	NA	NA
YHR169W	DBP8	208.5	24.01	139.0	24.49
YHR170W	NMD3	624.0	34.23	382.5	30.70
YHR172W	SPC97	63.0	21.57	59.0	22.50
YHR174W	ENO2	86153.5	2980.49	57133.5	2259.99
YHR175W	CTR2	118.5	22.40	76.2	22.16
YHR178W	STB5	NA	NA	NA	NA
YHR179W	OYE2	1681.5	67.68	730.0	42.25
YHR181W	SVP26	NA	NA	134.0	23.27
YHR182W	NA	NA	NA	NA	NA
YHR183W	GND1	11084.0	389.45	18755.5	737.12
YHR186C	KOG1	NA	NA	NA	NA
YHR187W	IKI1	99.5	22.10	61.0	22.85
YHR189W	PTH1	NA	NA	NA	NA
YHR190W	ERG9	56.5	21.32	NA	NA
YHR192W	NA	53.5	21.44	75.0	23.16
YHR193C	EGD2	4730.0	170.81	3591.4	148.68
YHR194W	MDM31	NA	NA	NA	NA
YHR195W	NVJ1	NA	NA	88.0	22.41
YHR196W	UTP9	350.0	27.11	188.0	25.36
YHR197W	RIX1	181.0	23.49	79.0	31.66
YHR198C	FMP22	NA	NA	NA	NA
YHR199C	FMP34	NA	NA	NA	NA
YHR200W	RPN10	295.5	25.58	100.0	23.72
YHR201C	PPX1	323.5	26.50	258.0	27.45
YHR202W	NA	NA	NA	NA	NA
YHR203C	RPS4B	5505.5	197.41	4071.0	169.92
YHR204W	MNL1	NA	NA	NA	NA
YHR205W	SCH9	164.5	23.19	131.5	24.06
YHR206W	SKN7	NA	NA	NA	NA
YHR207C	SET5	108.5	22.25	73.5	22.90
YHR215W	PHO12	48.5	21.38	NA	NA
YHR216W	IMD2	396.0	28.23	324.5	29.25
YIL001W	NA	NA	NA	NA	NA
YIL002C	INP51	NA	NA	NA	NA
YIL004C	BET1	112.0	22.10	62.0	21.94
YIL005W	EPS1	96.5	21.87	NA	NA
YIL007C	NAS2	NA	NA	NA	NA
YIL008W	URM1	234.0	24.27	NA	NA
YIL009W	FAA3	407.0	28.47	223.5	26.33
YIL010W	DOT5	NA	NA	NA	NA
YIL015W	BAR1	226.5	24.40	100.0	23.33
YIL016W	SNL1	452.5	29.28	328.0	28.05
YIL017C	VID28	NA	NA	NA	NA
YIL019W	FAF1	NA	NA	NA	NA
YIL020C	HIS6	110.5	22.27	172.0	25.32
YIL021W	RPB3	581.5	33.07	418.0	32.26
YIL022W	TIM44	560.0	32.12	510.5	33.32
YIL026C	IRR1	73.0	21.71	NA	NA
YIL027C	KRE27	442.0	29.35	290.6	27.12
YIL030C	SSM4	73.0	21.71	100.5	22.70
YIL031W	ULP2	NA	NA	NA	NA
YIL033C	BCY1	381.5	27.85	490.0	32.74
YIL034C	CAP2	344.0	26.93	467.5	33.75
YIL035C	CKA1	415.0	28.65	309.5	29.03
YIL036W	CST6	NA	NA	66.0	22.77
YIL037C	PRM2	NA	NA	NA	NA
YIL038C	NOT3	278.0	25.44	NA	NA
YIL039W	NA	53.5	21.44	NA	NA
YIL040W	APQ12	222.0	24.31	166.3	24.03
YIL041W	GVP36	744.5	37.70	691.5	41.19
YIL042C	NA	NA	NA	57.0	22.73
YIL043C	CBR1	228.5	24.17	179.5	25.53
YIL044C	AGE2	144.5	22.84	124.5	24.18
YIL045W	PIG2	NA	NA	NA	NA
YIL046W	MET30	NA	NA	NA	NA
YIL047C	SYG1	112.5	22.30	145.3	23.59
YIL048W	NEO1	146.0	22.86	160.9	23.91
YIL050W	PCL7	NA	NA	NA	NA
YIL051C	MMF1	224.5	24.33	59.5	22.21
YIL052C	RPL34B	2505.0	94.94	1377.5	66.34
YIL053W	RHR2	9107.0	322.52	8652.5	351.97
YIL055C	NA	NA	NA	NA	NA
YIL056W	NA	NA	NA	NA	NA
YIL057C	NA	NA	NA	NA	NA
YIL061C	SNP1	NA	NA	NA	NA
YIL062C	ARC15	1445.0	59.64	1162.9	56.30
YIL063C	YRB2	NA	NA	NA	NA
YIL064W	NA	NA	NA	NA	NA
YIL065C	FIS1	134.5	22.46	107.5	22.77
YIL066C	RNR3	NA	NA	NA	NA
YIL067C	NA	NA	NA	NA	NA
YIL068C	SEC6	102.5	21.96	68.5	22.12
YIL069C	RPS24B	2427.0	92.64	1777.0	82.44
YIL070C	MAM33	362.5	27.08	333.0	29.77
YIL071C	PCI8	NA	NA	NA	NA
YIL074C	SER33	485.0	30.45	440.0	33.05
YIL075C	RPN2	931.5	43.33	587.5	37.22
YIL076W	SEC28	694.0	35.88	415.0	30.89
YIL077C	NA	NA	NA	NA	NA
YIL078W	THS1	1795.0	71.15	1570.5	72.60
YIL079C	AIR1	NA	NA	NA	NA
YIL083C	NA	119.5	22.42	95.0	23.57
YIL084C	SDS3	53.5	21.44	63.0	22.87
YIL087C	NA	NA	NA	NA	NA
YIL088C	AVT7	69.0	21.65	NA	NA
YIL090W	NA	265.5	24.91	187.5	24.97
YIL091C	NA	158.5	23.08	97.0	23.35
YIL092W	NA	NA	NA	NA	NA
YIL093C	RSM25	202.0	23.89	230.0	26.83
YIL094C	LYS12	213.5	24.11	520.0	35.46
YIL095W	PRK1	54.5	21.46	79.5	23.02
YIL096C	NA	NA	NA	NA	NA
YIL097W	FYV10	NA	NA	NA	NA
YIL098C	FMC1	NA	NA	73.8	22.12
YIL101C	XBP1	NA	NA	NA	NA
YIL103W	NA	141.0	22.77	70.0	23.00
YIL104C	SHQ1	70.0	21.67	NA	NA
YIL105C	SLM1	134.0	22.66	154.5	24.65
YIL106W	MOB1	143.5	22.82	125.0	24.26
YIL107C	PFK26	NA	NA	NA	NA
YIL108W	NA	NA	NA	NA	NA
YIL109C	SEC24	NA	NA	700.4	39.81
YIL110W	NA	NA	NA	NA	NA
YIL111W	COX5B	NA	NA	NA	NA
YIL112W	HOS4	NA	NA	NA	NA
YIL113W	SDP1	NA	NA	NA	NA
YIL114C	POR2	NA	NA	NA	NA
YIL115C	NUP159	240.5	24.65	221.5	25.47
YIL116W	HIS5	282.5	25.58	1205.0	59.67
YIL117C	PRM5	100.0	21.92	NA	NA
YIL119C	RPI1	NA	NA	NA	NA
YIL121W	QDR2	203.0	23.67	375.5	29.53
YIL122W	POG1	NA	NA	NA	NA
YIL123W	SIM1	NA	NA	NA	NA
YIL124W	AYR1	121.0	22.44	268.0	27.77
YIL125W	KGD1	392.0	28.12	501.0	34.38
YIL126W	STH1	197.5	23.80	169.5	24.97
YIL127C	NA	129.0	22.57	53.5	22.68
YIL128W	MET18	139.0	22.74	106.5	23.59
YIL129C	TAO3	NA	NA	NA	NA
YIL130W	NA	73.0	21.71	50.5	22.45
YIL131C	FKH1	NA	NA	NA	NA
YIL132C	CSM2	NA	NA	NA	NA
YIL133C	RPL16A	3370.5	124.40	2523.0	109.65
YIL135C	VHS2	100.0	22.11	87.0	23.38
YIL136W	OM45	NA	NA	122.0	23.09
YIL137C	NA	78.0	21.79	96.5	23.36
YIL138C	TPM2	408.0	28.48	285.2	26.82
YIL140W	AXL2	151.5	22.75	NA	NA
YIL143C	SSL2	75.0	21.75	67.0	22.77
YIL144W	TID3	57.5	21.50	61.5	22.70
YIL145C	PAN6	292.5	25.76	247.0	27.33
YIL147C	SLN1	NA	NA	NA	NA
YIL148W	RPL40A	907.5	42.61	554.0	36.68
YIL149C	MLP2	47.0	21.36	NA	NA
YIL150C	MCM10	NA	NA	NA	NA
YIL151C	NA	NA	NA	NA	NA
YIL153W	RRD1	76.0	21.75	84.0	22.58
YIL154C	IMP2'	45.0	21.33	NA	NA
YIL155C	GUT2	NA	NA	50.5	22.42
YIL156W	UBP7	NA	NA	NA	NA
YIL157C	FMP35	NA	NA	48.5	21.71
YIL158W	NA	87.5	21.92	NA	NA
YIL159W	BNR1	NA	NA	NA	NA
YIL160C	POT1	NA	NA	NA	NA
YIL161W	NA	76.5	21.76	90.0	23.46
YIL172C	NA	NA	NA	NA	NA
YIL173W	VTH1	NA	NA	NA	NA
YIR001C	SGN1	NA	NA	59.0	22.84
YIR002C	MPH1	NA	NA	NA	NA
YIR003W	NA	137.5	22.71	159.5	24.77
YIR004W	DJP1	267.5	24.95	217.5	25.20
YIR005W	IST3	NA	NA	NA	NA
YIR006C	PAN1	714.0	36.82	454.3	32.13
YIR007W	NA	NA	NA	NA	NA
YIR009W	MSL1	NA	NA	NA	NA
YIR010W	DSN1	46.5	21.36	NA	NA
YIR011C	STS1	NA	NA	NA	NA
YIR012W	SQT1	597.0	33.49	437.0	32.74
YIR014W	NA	NA	NA	NA	NA
YIR015W	RPR2	56.5	21.49	NA	NA
YIR017C	MET28	NA	NA	NA	NA
YIR018W	YAP5	NA	NA	NA	NA
YIR021W	MRS1	NA	NA	NA	NA
YIR022W	SEC11	NA	NA	204.5	24.88
YIR023W	DAL81	NA	NA	NA	NA
YIR024C	NA	NA	NA	NA	NA
YIR026C	YVH1	211.0	24.06	83.0	23.30
YIR034C	LYS1	2005.0	78.20	NA	NA
YIR035C	NA	NA	NA	NA	NA
YIR036C	NA	NA	NA	NA	NA
YIR037W	HYR1	191.0	23.68	283.9	26.83
YIR038C	GTT1	NA	NA	NA	NA
YJL001W	PRE3	1150.5	50.20	NA	NA
YJL002C	OST1	1075.0	47.39	699.5	39.63
YJL004C	SYS1	75.5	21.57	NA	NA
YJL005W	CYR1	72.0	21.70	83.5	22.33
YJL006C	CTK2	99.5	22.11	51.5	22.67
YJL010C	NA	289.5	25.70	158.0	24.74
YJL011C	RPC17	107.5	22.23	NA	NA
YJL012C-A	NA	663.0	35.42	NA	NA
YJL013C	MAD3	NA	NA	NA	NA
YJL016W	NA	NA	NA	109.0	22.79
YJL017W	NA	NA	NA	NA	NA
YJL018W	NA	214.5	23.88	195.0	25.04
YJL021C	NA	278.5	25.46	248.0	27.31
YJL024C	APS3	226.5	24.12	157.5	23.77
YJL025W	RRN7	NA	NA	NA	NA
YJL026W	RNR2	11335.5	398.12	10318.0	415.38
YJL029C	VPS53	73.0	21.71	117.4	22.99
YJL030W	MAD2	NA	NA	NA	NA
YJL033W	HCA4	253.0	24.91	78.5	22.95
YJL034W	KAR2	197.0	23.79	168.0	24.93
YJL035C	TAD2	NA	NA	NA	NA
YJL036W	SNX4	56.0	21.48	63.0	22.88
YJL039C	NUP192	212.0	24.08	136.0	23.37
YJL041W	NSP1	574.5	32.51	397.8	30.06
YJL042W	MHP1	132.5	22.64	260.5	27.23
YJL043W	NA	NA	NA	NA	NA
YJL044C	GYP6	66.0	21.61	85.5	23.40
YJL047C	RTT101	NA	NA	NA	NA
YJL048C	UBX6	NA	NA	NA	NA
YJL050W	MTR4	329.5	26.60	194.0	25.77
YJL052W	TDH1	1869.5	73.80	3352.5	141.52
YJL053W	PEP8	115.5	22.15	107.5	22.78
YJL054W	TIM54	111.0	22.08	66.0	22.05
YJL055W	NA	225.0	24.34	233.5	26.85
YJL056C	ZAP1	NA	NA	NA	NA
YJL057C	NA	NA	NA	NA	NA
YJL058C	BIT61	NA	NA	NA	NA
YJL060W	BNA3	NA	NA	63.0	22.87
YJL061W	NUP82	262.0	24.84	204.2	24.89
YJL062W	LAS21	130.5	22.40	111.0	22.87
YJL062W-A	NA	50.0	21.40	NA	NA
YJL063C	MRPL8	179.5	23.48	228.0	26.76
YJL065C	DLS1	72.5	21.70	76.1	22.16
YJL066C	MPM1	NA	NA	NA	NA
YJL068C	NA	NA	NA	NA	NA
YJL069C	UTP18	294.5	25.81	188.0	25.43
YJL070C	NA	NA	NA	NA	NA
YJL071W	ARG2	NA	NA	NA	NA
YJL074C	SMC3	109.0	22.26	69.0	22.81
YJL076W	NET1	245.0	24.75	NA	NA
YJL078C	PRY3	392.0	28.09	489.0	34.06
YJL079C	PRY1	183.5	23.56	121.0	24.15
YJL080C	SCP160	3012.0	112.12	1570.6	72.13
YJL081C	ARP4	NA	NA	NA	NA
YJL082W	IML2	127.0	22.54	230.0	26.42
YJL084C	NA	49.0	21.38	56.0	22.59
YJL085W	EXO70	108.0	22.04	125.5	23.24
YJL087C	TRL1	181.5	23.50	128.0	32.90
YJL088W	ARG3	NA	NA	2726.5	117.22
YJL090C	DPB11	NA	NA	NA	NA
YJL091C	GWT1	163.5	22.95	105.0	22.75
YJL092W	HPR5	NA	NA	NA	NA
YJL095W	BCK1	NA	NA	NA	NA
YJL096W	MRPL49	109.0	22.25	102.5	23.78
YJL097W	NA	716.0	36.52	321.0	27.80
YJL098W	SAP185	128.0	22.55	94.0	23.32
YJL099W	CHS6	NA	NA	NA	NA
YJL101C	GSH1	NA	NA	86.0	23.02
YJL102W	MEF2	NA	NA	51.5	22.48
YJL104W	PAM16	401.0	28.30	374.3	29.36
YJL107C	NA	NA	NA	NA	NA
YJL109C	UTP10	507.0	31.07	277.0	28.85
YJL110C	GZF3	NA	NA	NA	NA
YJL112W	MDV1	101.0	21.94	75.1	22.24
YJL115W	ASF1	205.0	23.94	173.0	25.31
YJL117W	PHO86	1303.5	54.76	338.5	28.26
YJL121C	RPE1	88.0	21.93	96.0	23.59
YJL122W	NA	434.5	28.83	273.8	26.74
YJL123C	NA	241.5	24.67	252.5	27.40
YJL124C	LSM1	411.5	28.56	378.3	29.53
YJL125C	GCD14	61.0	21.54	NA	NA
YJL127C	SPT10	NA	NA	NA	NA
YJL128C	PBS2	223.0	24.30	192.5	25.54
YJL130C	URA2	1580.0	64.27	1354.5	68.98
YJL131C	NA	NA	NA	NA	NA
YJL133W	MRS3	NA	NA	NA	NA
YJL136C	RPS21B	6006.0	215.44	5350.0	220.70
YJL137C	GLG2	NA	NA	NA	NA
YJL138C	TIF2	6542.0	233.09	4266.0	177.41
YJL140W	RPB4	493.5	30.68	355.5	30.37
YJL143W	TIM17	759.0	37.76	369.0	29.15
YJL144W	NA	NA	NA	57.8	21.85
YJL145W	SFH5	149.0	22.92	83.0	23.31
YJL146W	IDS2	53.5	21.44	72.0	23.11
YJL147C	NA	NA	NA	NA	NA
YJL148W	RPA34	487.5	30.52	316.5	29.24
YJL151C	SNA3	1059.0	47.40	457.9	31.88
YJL153C	INO1	NA	NA	188.5	25.34
YJL154C	VPS35	261.0	25.09	209.5	25.98
YJL155C	FBP26	NA	NA	66.5	22.96
YJL157C	FAR1	NA	NA	NA	NA
YJL158C	CIS3	NA	NA	NA	NA
YJL161W	FMP33	NA	NA	NA	NA
YJL162C	JJJ2	NA	NA	NA	NA
YJL164C	TPK1	81.0	21.83	143.5	24.65
YJL166W	QCR8	176.0	23.39	326.8	28.20
YJL168C	SET2	58.5	21.52	62.5	22.71
YJL169W	NA	488.5	30.21	390.7	29.73
YJL171C	NA	181.0	23.26	161.0	23.88
YJL173C	RFA3	781.5	38.64	499.3	33.02
YJL176C	SWI3	64.5	21.59	83.0	23.10
YJL177W	RPL17B	2306.0	88.23	1528.5	71.71
YJL178C	ATG27	219.0	24.23	205.3	24.86
YJL179W	PFD1	123.0	22.27	114.4	22.89
YJL180C	ATP12	NA	NA	NA	NA
YJL183W	MNN11	203.0	23.67	116.5	23.32
YJL186W	MNN5	174.0	23.36	94.0	23.24
YJL190C	RPS22A	1487.5	60.66	1245.9	59.98
YJL191W	RPS14B	483.0	30.43	403.5	31.94
YJL192C	SOP4	526.0	31.20	366.5	29.21
YJL194W	CDC6	NA	NA	NA	NA
YJL196C	ELO1	581.5	32.74	745.5	41.30
YJL197W	UBP12	126.5	22.53	114.5	23.67
YJL198W	PHO90	123.0	22.28	NA	NA
YJL200C	NA	702.5	36.48	3592.0	150.16
YJL201W	ECM25	234.5	24.54	208.5	25.91
YJL203W	PRP21	NA	NA	NA	NA
YJL204C	RCY1	NA	NA	NA	NA
YJL207C	NA	134.5	22.67	121.5	24.47
YJL208C	NUC1	NA	NA	NA	NA
YJL209W	CBP1	NA	NA	NA	NA
YJL210W	PEX2	NA	NA	NA	NA
YJL212C	OPT1	294.5	25.53	NA	NA
YJL217W	NA	100.5	22.12	NA	NA
YJL222W	VTH2	NA	NA	NA	NA
YJR003C	NA	142.5	22.80	80.0	23.00
YJR005W	APL1	162.0	22.93	122.0	23.11
YJR006W	HYS2	NA	NA	NA	NA
YJR007W	SUI2	1300.0	54.98	1109.0	56.09
YJR008W	NA	NA	NA	NA	NA
YJR009C	TDH2	15357.5	538.95	12722.0	509.66
YJR010C-A	SPC1	135.5	22.68	105.5	22.78
YJR010W	MET3	395.0	28.16	210.0	25.95
YJR011C	NA	NA	NA	NA	NA
YJR013W	PMH1	117.5	22.38	88.0	23.42
YJR014W	NA	713.0	36.79	506.5	33.35
YJR015W	NA	68.5	21.65	NA	NA
YJR016C	ILV3	2080.5	80.73	2752.5	118.98
YJR017C	ESS1	237.5	24.59	166.1	23.99
YJR022W	LSM8	NA	NA	NA	NA
YJR024C	NA	NA	NA	NA	NA
YJR025C	BNA1	NA	NA	202.0	24.81
YJR031C	GEA1	80.5	21.82	58.5	23.03
YJR032W	CPR7	154.0	23.00	94.0	23.51
YJR033C	RAV1	61.5	21.38	NA	NA
YJR035W	RAD26	NA	NA	NA	NA
YJR041C	URB2	131.0	22.61	71.5	22.86
YJR042W	NUP85	207.5	23.75	158.6	23.96
YJR043C	POL32	NA	NA	NA	NA
YJR044C	VPS55	139.0	22.74	96.0	22.85
YJR046W	TAH11	NA	NA	NA	NA
YJR047C	ANB1	151.5	22.96	NA	NA
YJR048W	CYC1	160.0	22.89	65.2	22.00
YJR049C	UTR1	77.0	21.78	88.0	23.18
YJR050W	ISY1	NA	NA	NA	NA
YJR051W	OSM1	NA	NA	NA	NA
YJR052W	RAD7	NA	NA	NA	NA
YJR053W	BFA1	NA	NA	NA	NA
YJR054W	NA	NA	NA	NA	NA
YJR055W	HIT1	NA	NA	NA	NA
YJR056C	NA	NA	NA	NA	NA
YJR057W	CDC8	NA	NA	NA	NA
YJR058C	APS2	NA	NA	NA	NA
YJR059W	PTK2	286.0	25.62	378.0	30.64
